"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","62.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1942-05","ISO_DATE"
"National Centers for Environmental Information","58.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1974-05","ISO_DATE"
"National Centers for Environmental Information","67.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1998-06","ISO_DATE"
"National Centers for Environmental Information","73.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1942-07","ISO_DATE"
"National Centers for Environmental Information","30.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1934-12","ISO_DATE"
"National Centers for Environmental Information","69.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1900-09","ISO_DATE"
"National Centers for Environmental Information","66.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1941-09","ISO_DATE"
"National Centers for Environmental Information","56.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2005-05","ISO_DATE"
"National Centers for Environmental Information","22.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1958-02","ISO_DATE"
"National Centers for Environmental Information","70.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1900-06","ISO_DATE"
"National Centers for Environmental Information","73.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2006-07","ISO_DATE"
"National Centers for Environmental Information","46.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1989-04","ISO_DATE"
"National Centers for Environmental Information","28.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1989-02","ISO_DATE"
"National Centers for Environmental Information","73.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1989-07","ISO_DATE"
"National Centers for Environmental Information","35.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1957-12","ISO_DATE"
"National Centers for Environmental Information","29.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1966-02","ISO_DATE"
"National Centers for Environmental Information","51.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1981-04","ISO_DATE"
"National Centers for Environmental Information","69.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1981-08","ISO_DATE"
"National Centers for Environmental Information","70.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1909-08","ISO_DATE"
"National Centers for Environmental Information","63.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2013-09","ISO_DATE"
"National Centers for Environmental Information","54.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1908-10","ISO_DATE"
"National Centers for Environmental Information","69.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1908-08","ISO_DATE"
"National Centers for Environmental Information","26.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1950-12","ISO_DATE"
"National Centers for Environmental Information","69.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2013-06","ISO_DATE"
"National Centers for Environmental Information","40.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1950-01","ISO_DATE"
"National Centers for Environmental Information","73.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2013-07","ISO_DATE"
"National Centers for Environmental Information","62.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1997-09","ISO_DATE"
"National Centers for Environmental Information","36.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1930-03","ISO_DATE"
"National Centers for Environmental Information","35.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1933-03","ISO_DATE"
"National Centers for Environmental Information","68.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1931-06","ISO_DATE"
"National Centers for Environmental Information","76.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2020-07","ISO_DATE"
"National Centers for Environmental Information","31.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1981-02","ISO_DATE"
"National Centers for Environmental Information","37.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1940-12","ISO_DATE"
"National Centers for Environmental Information","50.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1930-04","ISO_DATE"
"National Centers for Environmental Information","45.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1896-11","ISO_DATE"
"National Centers for Environmental Information","30.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1931-01","ISO_DATE"
"National Centers for Environmental Information","51.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2021-04","ISO_DATE"
"National Centers for Environmental Information","48.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1896-10","ISO_DATE"
"National Centers for Environmental Information","40.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1954-11","ISO_DATE"
"National Centers for Environmental Information","35.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2002-01","ISO_DATE"
"National Centers for Environmental Information","62.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2003-09","ISO_DATE"
"National Centers for Environmental Information","63.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1922-05","ISO_DATE"
"National Centers for Environmental Information","59.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1946-05","ISO_DATE"
"National Centers for Environmental Information","31.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1947-12","ISO_DATE"
"National Centers for Environmental Information","46.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1939-04","ISO_DATE"
"National Centers for Environmental Information","71.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1939-07","ISO_DATE"
"National Centers for Environmental Information","75.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1988-07","ISO_DATE"
"National Centers for Environmental Information","45.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1928-04","ISO_DATE"
"National Centers for Environmental Information","53.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2012-10","ISO_DATE"
"National Centers for Environmental Information","49.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1964-10","ISO_DATE"
"National Centers for Environmental Information","52.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1996-10","ISO_DATE"
"National Centers for Environmental Information","37.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1996-12","ISO_DATE"
"National Centers for Environmental Information","32.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1897-02","ISO_DATE"
"National Centers for Environmental Information","38.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1992-03","ISO_DATE"
"National Centers for Environmental Information","47.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1995-04","ISO_DATE"
"National Centers for Environmental Information","54.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1985-04","ISO_DATE"
"National Centers for Environmental Information","41.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1897-11","ISO_DATE"
"National Centers for Environmental Information","29.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1969-02","ISO_DATE"
"National Centers for Environmental Information","50.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2000-04","ISO_DATE"
"National Centers for Environmental Information","68.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1967-08","ISO_DATE"
"National Centers for Environmental Information","22.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1905-01","ISO_DATE"
"National Centers for Environmental Information","23.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2000-12","ISO_DATE"
"National Centers for Environmental Information","28.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1943-12","ISO_DATE"
"National Centers for Environmental Information","31.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1975-02","ISO_DATE"
"National Centers for Environmental Information","70.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1963-07","ISO_DATE"
"National Centers for Environmental Information","26.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1983-12","ISO_DATE"
"National Centers for Environmental Information","49.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1963-04","ISO_DATE"
"National Centers for Environmental Information","67.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1929-06","ISO_DATE"
"National Centers for Environmental Information","71.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1895-06","ISO_DATE"
"National Centers for Environmental Information","37.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1994-12","ISO_DATE"
"National Centers for Environmental Information","72.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1975-08","ISO_DATE"
"National Centers for Environmental Information","36.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1938-02","ISO_DATE"
"National Centers for Environmental Information","63.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1938-09","ISO_DATE"
"National Centers for Environmental Information","64.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1962-05","ISO_DATE"
"National Centers for Environmental Information","50.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1987-04","ISO_DATE"
"National Centers for Environmental Information","27.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1920-02","ISO_DATE"
"National Centers for Environmental Information","31.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2009-02","ISO_DATE"
